sku,name,description,brand,category,cost_usd
C4-SB10P-C,Sensor Bar Contemporary 10-pack (Clear),[C4-SB10P-C] Sensor Bar Contemporary 10-pack (Clear),Control4,Domótica C4,2.34
C4-SDAPD240-N,Square Dual Load Wireless Adaptive Phase Dimmer,[C4-SDAPD240-N] Square Dual Load Wireless Adaptive Phase Dimmer,Control4,Domótica C4,244.48
C4-SDSW240-N,Square Dual Load Wireless Switch 240V (Neutral),[C4-SDSW240-N] Square Dual Load Wireless Switch 240V (Neutral),Control4,Domótica C4,193.51
C4-SFP1,Square Single Faceplate,Square Single Faceplate,Control4,Domótica C4,7.52
C4-SFP1-C,Square Single Faceplate Contemporary,Square Single Faceplate Contemporary,Control4,Domótica C4,7.13
C4-SFP2-WH,Square Dual Faceplate (White),[C4-SFP2-WH] Square Dual Faceplate (White),Control4,Domótica C4,10.0
C4-SKC-N,Square Wireless Configurable Keypad 240V (Neutral),[C4-SKC-N] Square Wireless Configurable Keypad 240V (Neutral),Control4,Domótica C4,183.34
C4-SKCB2-N,Square Wired Configurable Keypad V2 (Neutral),[C4-SKCB2-N] Square Wired Configurable Keypad V2 (Neutral),Control4,Domótica C4,181.51
C4-SM201-Z,Wireless International Puck Switch Module (240V),[C4-SM201-Z] Wireless International Puck Switch Module (240V),Control4,Domótica C4,178.21
C4-SR260,System SR260 Remote Control,[C4-SR260] System SR260 Remote Control,Control4,Domótica C4,224.55
C4-SR260RSK,System SR260 Remote Control and Recharging Station,[C4-SR260RSK] System SR260 Remote Control and Recharging Station,Control4,Domótica C4,336.84
C4-SRRS,System Remote Recharging Station,[C4-SRRS] System Remote Recharging Station,Control4,Domótica C4,82.92
C4-SSW240-N,Square Wireless Switch 240V (Neutral),[C4-SSW240-N] Square Wireless Switch 240V (Neutral),Control4,Domótica C4,163.02
C4-SW240,Switch 240V,Switch 240V,Control4,Domótica C4,142.8
C4-SW240-C,Switch Contemporary 240V,Switch Contemporary 240V,Control4,Domótica C4,142.8
C4-T4IWMB-AC,AC Powered Mid Box for T4 In Wall Touchscreens,[C4-T4IWMB-AC] AC Powered Mid Box for T4 In Wall Touchscreens,Control4,Domótica C4,106.4
C4-T4IWMB-POE,POE Powered Mid Box for T4 In Wall Touchscreens,[C4-T4IWMB-POE] POE Powered Mid Box for T4 In Wall Touchscreens,Control4,Domótica C4,70.42
C4-T4PMNT,T4 Series Tabletop Permanent Mount Kit,[C4-T4PMNT] T4 Series Tabletop Permanent Mount Kit,Control4,Domótica C4,76.66
C4-T4TBS10,"T4 Series Tabletop 10"" Base","[C4-T4TBS10] T4 Series Tabletop 10"" Base",Control4,Domótica C4,201.85
C4-T4TBS8,"T4 Series Tabletop 8"" Base","[C4-T4TBS8] T4 Series Tabletop 8"" Base",Control4,Domótica C4,201.85
C4-T5IW11,"T5 Series In-Wall Touchscreen 11""","T5 Series In-Wall Touchscreen 11""",Control4,Domótica C4,1389.84
C4-T5IW11-TR,"T5 Series In-Wall Touchscreen 11"" Trim Ring","T5 Series In-Wall Touchscreen 11"" Trim Ring",Control4,Domótica C4,69.99
C4-T5IW8,"T5 Series In-Wall Touchscreen 8""","T5 Series In-Wall Touchscreen 8""",Control4,Domótica C4,1097.24
C4-T5IW8-TR,"T5 Series In-Wall Touchscreen 8"" Trim Ring","T5 Series In-Wall Touchscreen 8"" Trim Ring",Control4,Domótica C4,69.99
C4-THERM-WH,Wireless Thermostat by Aprilaire 8644C4,[C4-THERM-WH] Wireless Thermostat by Aprilaire 8644C4,Control4,Domótica C4,394.35
C4-TV240,0-10V Dimmer 240V,0-10V Dimmer 240V,Control4,Domótica C4,193.51
C4-TV240-C,0-10V Dimmer Contemporary 240V,0-10V Dimmer Contemporary 240V,Control4,Domótica C4,193.51
C4-V-AUX-C-WH,Essential Auxiliary Keypad Contemporary,[C4-V-AUX-C-WH] Essential Auxiliary Keypad Contemporary,Control4,Domótica C4,37.95
C4-V-SW120277-C-WH,"Essential Switch, Contemporary, 120V/277V (White)","[C4-V-SW120277-C-WH] Essential Switch, Contemporary, 120V/277V (White)",Control4,Domótica C4,104.83
C4-VDB-E,Chime Video Doorbell PoE,[C4-VDB-E] Chime Video Doorbell PoE,Control4,Domótica C4,580.59
C4-VDB-E-ACC,Chime Video Doorbell PoE Accessory Kit (BLACK),[C4-VDB-E-ACC] Chime Video Doorbell PoE Accessory Kit (BLACK),Control4,Domótica C4,31.82
C4-VDB-JBOX,Chime Video Doorbell Junction Box,[C4-VDB-JBOX] Chime Video Doorbell Junction Box,Control4,Domótica C4,38.18
C4-VDB-W-ACC,Chime Video Doorbell Wi-Fi Accessory Kit,[C4-VDB-W-ACC] Chime Video Doorbell Wi-Fi Accessory Kit,Control4,Domótica C4,29.71
C4-Z2IO,ZigBee IO,[C4-Z2IO] ZigBee IO,Control4,Domótica C4,181.51
C4-ZWDUSB,Dongle USB to Z-Wave,[C4-ZWDUSB] Dongle USB to Z-Wave,Control4,Domótica C4,61.01
CRE-EDIDIO-10-2X,Creative Lighting DMX Universe Digital Lighting Gateway,[CRE-EDIDIO-10-2X] Creative Lighting DMX Universe Digital Lighting Gateway,Control4,Domótica C4,890.38
HDR-60-24,Mean Well DIN Rail 60 Watt 24V Power Supply,[HDR-60-24] Mean Well DIN Rail 60 Watt 24V Power Supply,Control4,Domótica C4,42.0
OVRC-300-PRO,OvrC Pro Lifetime License + Gigabit Hub,[OVRC-300-PRO] OvrC Pro Lifetime License + Gigabit Hub,Control4,Domótica C4,423.35
YALE-AYR202-ZB-C4,Network Module for Assure Lock and nexTouch,[YALE-AYR202-ZB-C4] Network Module for Assure Lock and nexTouch,Control4,Domótica C4,133.28
YRD256C42-619,Non-US Assure Lock SL Key Free Touchscreen Deadbolt (Satin Nickel),[YRD256C42-619] Non-US Assure Lock SL Key Free Touchscreen Deadbolt (Satin Nickel),Control4,Domótica C4,383.92
YRD256C42-OBP,Non-US Assure Lock SL Key Free Touchscreen Deadbolt Oil Rubbed Bronze,[YRD256C42-OBP] Non-US Assure Lock SL Key Free Touchscreen Deadbolt Oil Rubbed Bronze,Control4,Domótica C4,283.92
CRE-ADDICT,"ADDICT V3 - DALI, DMX & RDM Commissioning Tool","[CRE-ADDICT] ADDICT V3 - DALI, DMX & RDM Commissioning Tool",Creative Lighting,Domótica C4,2122.38
CRE-DALI-1D-KIT,Single Dali Bus Kit with Dali Power Supply,[CRE-DALI-1D-KIT] Single Dali Bus Kit with Dali Power Supply,Creative Lighting,Domótica C4,1540.0
CRE-DALI-1D1X-KIT,Single Dali Bus and Single DMX Universe Kit with Dali Power Supply,[CRE-DALI-1D1X-KIT] Single Dali Bus and Single DMX Universe Kit with Dali Power Supply,Creative Lighting,Domótica C4,2100.0
CRE-DALI-2D-KIT,Double Dali Bus Kit with Dali Power Supply,[CRE-DALI-2D-KIT] Double Dali Bus Kit with Dali Power Supply,Creative Lighting,Domótica C4,2520.0
CRE-EDIDIO-10-1D,Creative Lighting DALI Universe Digital Lighting Gateway,[CRE-EDIDIO-10-1D] Creative Lighting DALI Universe Digital Lighting Gateway,Creative Lighting,Domótica C4,1050.0
CRE-EDIDIO-10-1D-1X,Creative Lighting Ethernet DALI DMX Gateway,[CRE-EDIDIO-10-1D-1X] Creative Lighting Ethernet DALI DMX Gateway,Creative Lighting,Domótica C4,1295.0
CRE-EDIDIO-10-1X,Ethernet DMX 1-Channel Gateway,[CRE-EDIDIO-10-1X] Ethernet DMX 1-Channel Gateway,Creative Lighting,Domótica C4,722.33
CRE-EDIDIO-10-2D,Creative Lighting Ethernet DALI 2-Channel Gateway,[CRE-EDIDIO-10-2D] Creative Lighting Ethernet DALI 2-Channel Gateway,Creative Lighting,Domótica C4,1540.0
CRE-SPLTR-V2-LTNG,Creative Lighting DMX Splitter Repeater,[CRE-SPLTR-V2-LTNG] Creative Lighting DMX Splitter Repeater,Creative Lighting,Domótica C4,512.33
CRE-UBI-V2-PWR,Creative Lighting DALI Power 21V DC,[CRE-UBI-V2-PWR] Creative Lighting DALI Power 21V DC,Creative Lighting,Domótica C4,350.0
DF-SL-160-UAW,"Dragonfly™ Fixed Ultra AcoustiWeave™ Projection Screen (160"")","[DF-SL-160-UAW] Dragonfly™ Fixed Ultra AcoustiWeave™ Projection Screen (160"")",Dragonfly,Audio,4974.36
EA-300-LYNK,Episode - Lynk 300 Series Audio Casting Interface,[EA-300-LYNK] Episode - Lynk 300 Series Audio Casting Interface,Episode,Audio,290.68
EA-AMP-HYB-2D-1000,Episode 70V/8-ohm IP-Enabled Amplifier,[EA-AMP-HYB-2D-1000] Episode 70V/8-ohm IP-Enabled Amplifier,Episode,Audio,1290.66
EA-AMP-SUB-1D-300,Episode Digital Subwoofer Amplifier 300W x 1 Channel,[EA-AMP-SUB-1D-300] Episode Digital Subwoofer Amplifier 300W x 1 Channel,Episode,Audio,657.78
EA-AMP-SUB-1D-500R,Episode Digital Subwoofer Amplifier w/ Front Panel Display | 500W x 1 Channel,[EA-AMP-SUB-1D-500R] Episode Digital Subwoofer Amplifier w/ Front Panel Display | 500W x 1 Channel,Episode,Audio,845.49
EA-COM-AMP-4D-160,Episode - Business Music Solution 70V 100V 8ohm 4ohm Amplifier,[EA-COM-AMP-4D-160] Episode - Business Music Solution 70V 100V 8ohm 4ohm Amplifier,Episode,Audio,1232.0
EA-COM-AMP-4D-80,Episode Business Music Solution 70V 100V 8ohm 4ohm Amplifier,[EA-COM-AMP-4D-80] Episode Business Music Solution 70V 100V 8ohm 4ohm Amplifier,Episode,Audio,1029.0
EA-COM-DSP-8-4,Episode Business Music Solution Digital Signal Processor - 8x4,[EA-COM-DSP-8-4] Episode Business Music Solution Digital Signal Processor - 8x4,Episode,Audio,1118.6
EA-COM-MXAMP-350,Episode Business Music 2 x 350 MixAmp with 70V/100V/8ohm/4ohm Selectable Output,[EA-COM-MXAMP-350] Episode Business Music 2 x 350 MixAmp with 70V/100V/8ohm/4ohm Selectable Output,Episode,Audio,1106.0
EA-COM-WP-MIC,Episode Business Music Solution Microphone XLR Input Wall Plate,[EA-COM-WP-MIC] Episode Business Music Solution Microphone XLR Input Wall Plate,Episode,Audio,175.0
EA-COM-WP-RCA-WH,Episode Business Music Solution RCA 3.5mm Input Wall Plate (White),[EA-COM-WP-RCA-WH] Episode Business Music Solution RCA 3.5mm Input Wall Plate (White),Episode,Audio,175.0
EA-COM-WP-ZONE,Episode Business Music Solution Zone-Source Controller Wall Plate,[EA-COM-WP-ZONE] Episode Business Music Solution Zone-Source Controller Wall Plate,Episode,Audio,245.0
EA-DYN-12D-100,Episode Dynamic Series Class-D Amplifier | 100W x 12 Channels,[EA-DYN-12D-100] Episode Dynamic Series Class-D Amplifier | 100W x 12 Channels,Episode,Audio,1421.88
EA-DYN-16D-100,Episode Dynamic Series Digital Amplifier 100W x 16 Channels,[EA-DYN-16D-100] Episode Dynamic Series Digital Amplifier 100W x 16 Channels,Episode,Audio,1672.72
EA-DYN-2D-200,Episode Dynamic Series Class-D Amplifier | 200W x 2 Channels,[EA-DYN-2D-200] Episode Dynamic Series Class-D Amplifier | 200W x 2 Channels,Episode,Audio,637.85
EA-DYN-8D-100,Episode Dynamic Series Digital Amplifier 100W x 8 Channels,[EA-DYN-8D-100] Episode Dynamic Series Digital Amplifier 100W x 8 Channels,Episode,Audio,986.68
EA-HYB-AMP-2D-1200,Episode Hybrid 70V 8-ohm DSP Amplifier - 1200W,[EA-HYB-AMP-2D-1200] Episode Hybrid 70V 8-ohm DSP Amplifier - 1200W,Episode,Audio,1615.53
EA-MINI-2D-35,Episode Digital Mini-Amplifier 2 Channels 35W,[EA-MINI-2D-35] Episode Digital Mini-Amplifier 2 Channels 35W,Episode,Audio,285.7
EA-MINI-3D-35,Episode Digital Mini Amplifier | 35W x 3 Channels,[EA-MINI-3D-35] Episode Digital Mini Amplifier | 35W x 3 Channels,Episode,Audio,392.0
EA-MINI-5.1D-200,Episode Mini AV Receiver 5.1 Channel,[EA-MINI-5.1D-200] Episode Mini AV Receiver 5.1 Channel,Episode,Audio,519.06
EA-MoIP-AMP-12D-100,"Episode 100W, 12 Channel Matrix Switching Amp DSP Config W/ MoIP Streaming Capability","[EA-MoIP-AMP-12D-100] Episode 100W, 12 Channel Matrix Switching Amp DSP Config W/ MoIP Streaming Capability",Episode,Audio,2159.35
EA-MoIP-AMP-3D-50,"Episode 50W, 3 Channel POE Matrix Switching Amp DSP Config W/ MoIP Streaming Capability","[EA-MoIP-AMP-3D-50] Episode 50W, 3 Channel POE Matrix Switching Amp DSP Config W/ MoIP Streaming Capability",Episode,Audio,664.36
EA-MoIP-AMP-6D-50,"Episode 50W, 6 Channel POE Matrix Switching Amp DSP Config W/ MoIP Streaming Capability","[EA-MoIP-AMP-6D-50] Episode 50W, 6 Channel POE Matrix Switching Amp DSP Config W/ MoIP Streaming Capability",Episode,Audio,996.58
EA-MR-AW-RVC-100,Episode All-Weather Volume Control - 100 Watt,[EA-MR-AW-RVC-100] Episode All-Weather Volume Control - 100 Watt,Episode,Audio,89.7
EA-MR-COMM-RVC-100,Episode Commercial 70V In-Wall Volume Control - 100 Watt,[EA-MR-COMM-RVC-100] Episode Commercial 70V In-Wall Volume Control - 100 Watt,Episode,Audio,61.45
EA-MR-COMM-RVC-25,Episode Commercial 70V In-Wall Volume Control - 25 Watt,[EA-MR-COMM-RVC-25] Episode Commercial 70V In-Wall Volume Control - 25 Watt,Episode,Audio,38.37
EA-MR-COMM-RVC-50,Episode Commercial 70V In-Wall Volume Control - 50 Watt,[EA-MR-COMM-RVC-50] Episode Commercial 70V In-Wall Volume Control - 50 Watt,Episode,Audio,48.58
EA-MR-HUB-1X8,Episode Volume Control Distribution Hub,[EA-MR-HUB-1X8] Episode Volume Control Distribution Hub,Episode,Audio,59.78
EA-MR-SSVC-6,Episode Speaker Selector - 6 Pairs,[EA-MR-SSVC-6] Episode Speaker Selector - 6 Pairs,Episode,Audio,425.22
EA-RSP-12D-100,Episode Response Series DSP Amplifier 100W x 12 Channels,[EA-RSP-12D-100] Episode Response Series DSP Amplifier 100W x 12 Channels,Episode,Audio,2303.94
EA-RSP-16D-100,Episode Response Series DSP Amplifier 100W x 16 Channels,[EA-RSP-16D-100] Episode Response Series DSP Amplifier 100W x 16 Channels,Episode,Audio,2671.03
EA-RSP-2D-200,Episode Response Series DSP Amplifier | 200W x 2 Channels,[EA-RSP-2D-200] Episode Response Series DSP Amplifier | 200W x 2 Channels,Episode,Audio,970.07
EA-RSP-8D-100,Episode Response Series DSP Amplifier 100W x 8 Channels,[EA-RSP-8D-100] Episode Response Series DSP Amplifier 100W x 8 Channels,Episode,Audio,1940.15
EA-STREAM-PRE-4,Episode Ryff-Enabled 4-Zone Streaming Preamplifier,[EA-STREAM-PRE-4] Episode Ryff-Enabled 4-Zone Streaming Preamplifier,Episode,Audio,698.6
EA-WAKE-2D,Episode WAKE Amp - In-Wall Bluetooth Amplifier,[EA-WAKE-2D] Episode WAKE Amp - In-Wall Bluetooth Amplifier,Episode,Audio,156.97
ECA-70MIXAMP-1-120D,Episode 70V Class D Mixer-Amplifier with Bluetooth | 120W x 1 Channel,[ECA-70MIXAMP-1-120D] Episode 70V Class D Mixer-Amplifier with Bluetooth | 120W x 1 Channel,Episode,Audio,828.88
ECA-70MIXAMP-1-240D,Episode 70V Class D Mixer-Amplifier with Bluetooth | 240W x 1 Channel,[ECA-70MIXAMP-1-240D] Episode 70V Class D Mixer-Amplifier with Bluetooth | 240W x 1 Channel,Episode,Audio,1244.17
ECA-70MIXAMP-1-60D,Episode 70V Class D Mixer-Amplifier | 60W x 1 Channel,[ECA-70MIXAMP-1-60D] Episode 70V Class D Mixer-Amplifier | 60W x 1 Channel,Episode,Audio,662.77
ECA-70VMINI-60W,Episode 70V Digital Amplifier | 60W x 1 Channel,[ECA-70VMINI-60W] Episode 70V Digital Amplifier | 60W x 1 Channel,Episode,Audio,586.35
ECS-250-IC-6,"Episode 250 Commercial Series 25/70-Volt Two-Way In-Ceiling Speaker with 6-1/2"" Woofer","[ECS-250-IC-6] Episode 250 Commercial Series 25/70-Volt Two-Way In-Ceiling Speaker with 6-1/2"" Woofer",Episode,Audio,75.79
ECS-500-AW70V-6-BLK,"Episode All-Weather Commercial Series Surface Mount 70-Volt Speaker (Each) - 6"" (Black)","[ECS-500-AW70V-6-BLK] Episode All-Weather Commercial Series Surface Mount 70-Volt Speaker (Each) - 6"" (Black)",Episode,Audio,307.28
ECS-800-IC-4,"Episode 800 Commercial Series 70-Volt In-Ceiling Speaker with Tile Bridge 4"" Woofer","[ECS-800-IC-4] Episode 800 Commercial Series 70-Volt In-Ceiling Speaker with Tile Bridge 4"" Woofer",Episode,Audio,281.22
ECS-800-IC-6,"Episode 800 Commercial Series 70-Volt In-Ceiling Speaker with Tile Bridge 6"" Woofer","[ECS-800-IC-6] Episode 800 Commercial Series 70-Volt In-Ceiling Speaker with Tile Bridge 6"" Woofer",Episode,Audio,313.68
ECS-800-PND6,Episode 800 Commercial Series 70-Volt Pendant Speaker with 6 Woofer and Gripple Kit (Each),[ECS-800-PND6] Episode 800 Commercial Series 70-Volt Pendant Speaker with 6 Woofer and Gripple Kit (Each),Episode,Audio,468.42
EE-IR-RCVR-SM,Episode Electronics Surface Mount Plasma/LED-Proof IR Receiver with LED Feedback,[EE-IR-RCVR-SM] Episode Electronics Surface Mount Plasma/LED-Proof IR Receiver with LED Feedback,Episode,Audio,175.99
EE-PS-12VDC-1A,Episode Amp Power Supply,[EE-PS-12VDC-1A] Episode Amp Power Supply,Episode,Audio,40.57
ES-350-OWLCR-L,"Episode 350 Series On-Wall LCR Speaker with 3"" Woofers (Each)","[ES-350-OWLCR-L] Episode 350 Series On-Wall LCR Speaker with 3"" Woofers (Each)",Episode,Audio,472.52
ES-350-OWLCR-M,"Episode 350 Series Medium On-Wall LCR Speaker with 3"" Woofers","[ES-350-OWLCR-M] Episode 350 Series Medium On-Wall LCR Speaker with 3"" Woofers",Episode,Audio,318.97
ES-350-SNDBAR-30-BLK,Episode 350 Series 3-Channel Passive Soundbar (Each),[ES-350-SNDBAR-30-BLK] Episode 350 Series 3-Channel Passive Soundbar (Each),Episode,Audio,785.78
ES-350-SNDBAR-40-BLK,Episode 350 Series 3-Channel Passive Soundbar,[ES-350-SNDBAR-40-BLK] Episode 350 Series 3-Channel Passive Soundbar,Episode,Audio,945.49
ES-350-SNDBAR-50-BLK,"Episode 350 Series 3-Channel Passive Soundbar for TVs 55"" + (Each)","[ES-350-SNDBAR-50-BLK] Episode 350 Series 3-Channel Passive Soundbar for TVs 55"" + (Each)",Episode,Audio,1100.66
ES-350-SNDBAR-60-BLK,"Episode 350 Series 3-Channel Passive Soundbar (Each) for TVs 65""+","[ES-350-SNDBAR-60-BLK] Episode 350 Series 3-Channel Passive Soundbar (Each) for TVs 65""+",Episode,Audio,1259.94
ES-500-AW-4,"Episode All-Weather Series Surface Mount Speakers (Pair) 4""","[ES-500-AW-4] Episode All-Weather Series Surface Mount Speakers (Pair) 4""",Episode,Audio,233.93
ES-500-AW-6,"Episode All-Weather Series Surface Mount Speakers (Pair) - 6""","[ES-500-AW-6] Episode All-Weather Series Surface Mount Speakers (Pair) - 6""",Episode,Audio,314.71
ES-500-AW-8,"Episode All-Weather Series Surface Mount Speakers (Pair) 8""","[ES-500-AW-8] Episode All-Weather Series Surface Mount Speakers (Pair) 8""",Episode,Audio,399.33
ES-500-AW-DVC-6,Episode All-Weather Series Surface Mount DVC Speaker (Each),[ES-500-AW-DVC-6] Episode All-Weather Series Surface Mount DVC Speaker (Each),Episode,Audio,233.93
ES-550-SNDBAR-40-BLK,"Episode 550 Series 3-Channel Passive Soundbar for TVs from 46"" - 52"" (Each)","[ES-550-SNDBAR-40-BLK] Episode 550 Series 3-Channel Passive Soundbar for TVs from 46"" - 52"" (Each)",Episode,Audio,736.1
ES-550-SNDBAR-50-BLK,"Episode 550 Series 3-Channel Passive Soundbar for TVs 55""+ (Each)","[ES-550-SNDBAR-50-BLK] Episode 550 Series 3-Channel Passive Soundbar for TVs 55""+ (Each)",Episode,Audio,842.88
ES-550-SNDBAR-60-BLK,Episode 550 Series 3-Channel Passive Soundbar (Each),[ES-550-SNDBAR-60-BLK] Episode 550 Series 3-Channel Passive Soundbar (Each),Episode,Audio,1422.48
ES-550T-SNDBR-50-BLK,Episode 550 Series Thin Design 3-Channel Passive Soundbar (Each),[ES-550T-SNDBR-50-BLK] Episode 550 Series Thin Design 3-Channel Passive Soundbar (Each),Episode,Audio,1574.58
ES-AW-360-6-BRN,Episode Landscape Series 360 Speaker (Each),[ES-AW-360-6-BRN] Episode Landscape Series 360 Speaker (Each),Episode,Audio,404.51
ES-BRKT-HTR-IWLCR-L,Episode Pre-Construction Brackets for Home Theater Reference Series IWLCR-L-6 (Each),[ES-BRKT-HTR-IWLCR-L] Episode Pre-Construction Brackets for Home Theater Reference Series IWLCR-L-6 (Each),Episode,Audio,61.22
ES-BRKT-HTR-IWLCR-M,Episode Pre-Construction Brackets for Home Theater Reference Series IWLCR-M-6 (Each,[ES-BRKT-HTR-IWLCR-M] Episode Pre-Construction Brackets for Home Theater Reference Series IWLCR-M-6 (Each,Episode,Audio,92.41
ES-BRKT-HTR-SQR,Episode Pre-Construction Brackets for Home Theater Reference Series ICLCR and IWSURR (Each),[ES-BRKT-HTR-SQR] Episode Pre-Construction Brackets for Home Theater Reference Series ICLCR and IWSURR (Each),Episode,Audio,92.41
ES-CORE-16-IC,"Episode CORE 1 Series In-Ceiling Speaker (Pair) 6""","[ES-CORE-16-IC] Episode CORE 1 Series In-Ceiling Speaker (Pair) 6""",Episode,Audio,141.96
ES-CORE-16-IW,"Episode CORE 1 Series In-Wall Speaker (Pair) - 6""","[ES-CORE-16-IW] Episode CORE 1 Series In-Wall Speaker (Pair) - 6""",Episode,Audio,222.35
ES-CORE-18-IC,"Episode CORE 1 Series In-Ceiling Speaker 8"" (Pair)","[ES-CORE-18-IC] Episode CORE 1 Series In-Ceiling Speaker 8"" (Pair)",Episode,Audio,222.35
ES-CORE-36-AWIC,"Episode CORE 3 Series All Weather In-Ceiling Speaker (Pair) 6""","[ES-CORE-36-AWIC] Episode CORE 3 Series All Weather In-Ceiling Speaker (Pair) 6""",Episode,Audio,291.09
ES-CORE-36-AWIC-DVCS,"Episode CORE 3 Series All Weather In-Ceiling DVC Surround Speaker (Each) - 6""","[ES-CORE-36-AWIC-DVCS] Episode CORE 3 Series All Weather In-Ceiling DVC Surround Speaker (Each) - 6""",Episode,Audio,222.35
ES-CORE-36-IC,"Episode CORE 3 Series In-Ceiling Speaker 6"" (Pair)","[ES-CORE-36-IC] Episode CORE 3 Series In-Ceiling Speaker 6"" (Pair)",Episode,Audio,250.25
ES-CORE-36-IC-DVCS,"Episode CORE 3 Series In-Ceiling DVC Surround Speaker (Each) - 6""","[ES-CORE-36-IC-DVCS] Episode CORE 3 Series In-Ceiling DVC Surround Speaker (Each) - 6""",Episode,Audio,181.8
ES-CORE-36-IC-POINT,"Episode CORE 3 Series In-Ceiling Point Speaker (Each) - 6""","[ES-CORE-36-IC-POINT] Episode CORE 3 Series In-Ceiling Point Speaker (Each) - 6""",Episode,Audio,194.74
ES-CORE-36-IW,"Episode CORE 3 Series In-Wall Speaker (Pair) - 6""","[ES-CORE-36-IW] Episode CORE 3 Series In-Wall Speaker (Pair) - 6""",Episode,Audio,312.21
ES-CORE-36-IW-LCR,"Episode CORE 3 Series In-Wall LCR Speaker (Each) - 6""","[ES-CORE-36-IW-LCR] Episode CORE 3 Series In-Wall LCR Speaker (Each) - 6""",Episode,Audio,222.35
ES-CORE-38-AWIC,"Episode CORE 3 Series All Weather In-Ceiling Speaker Pair 8"" (NEGRO)","[ES-CORE-38-AWIC] Episode CORE 3 Series All Weather In-Ceiling Speaker Pair 8"" (NEGRO)",Episode,Audio,372.16
ES-CORE-38-AWIC-DVCS,"Episode CORE 3 Series All Weather In-Ceiling DVC Surround Speaker (Each) - 8""","[ES-CORE-38-AWIC-DVCS] Episode CORE 3 Series All Weather In-Ceiling DVC Surround Speaker (Each) - 8""",Episode,Audio,291.09
ES-CORE-38-IC,"Episode CORE 3 Series In-Ceiling Speaker 8"" (Pair)","[ES-CORE-38-IC] Episode CORE 3 Series In-Ceiling Speaker 8"" (Pair)",Episode,Audio,318.71
ES-CORE-38-IC-DVCS,"Episode CORE 3 Series In-Ceiling DVC Surround Speaker (Each) - 8""","[ES-CORE-38-IC-DVCS] Episode CORE 3 Series In-Ceiling DVC Surround Speaker (Each) - 8""",Episode,Audio,250.25
ES-CORE-56-AWIC,"Episode CORE 5 Series All Weather In-Ceiling Speaker (Pair) - 6""","[ES-CORE-56-AWIC] Episode CORE 5 Series All Weather In-Ceiling Speaker (Pair) - 6""",Episode,Audio,442.66
ES-CORE-56-AWIC-DVCS,Episode CORE 5 Series All Weather In-Ceiling DVC / Surround Speaker,[ES-CORE-56-AWIC-DVCS] Episode CORE 5 Series All Weather In-Ceiling DVC / Surround Speaker,Episode,Audio,374.21
ES-CORE-56-IC,"Episode CORE 5 Series In-Ceiling Speaker 6"" (Pair)","[ES-CORE-56-IC] Episode CORE 5 Series In-Ceiling Speaker 6"" (Pair)",Episode,Audio,346.6
ES-CORE-56-IC-DVCS,"Episode CORE 5 Series In-Ceiling DVC / Surround Speaker (Each) - 6""","[ES-CORE-56-IC-DVCS] Episode CORE 5 Series In-Ceiling DVC / Surround Speaker (Each) - 6""",Episode,Audio,277.86
ES-CORE-56-IC-POINT,"Episode CORE 5 Series In-Ceiling Point Speaker (Each) - 6""","[ES-CORE-56-IC-POINT] Episode CORE 5 Series In-Ceiling Point Speaker (Each) - 6""",Episode,Audio,291.09
ES-CORE-56-IW,"Episode CORE 5 Series In-Wall Speakers (Pair) 6""","[ES-CORE-56-IW] Episode CORE 5 Series In-Wall Speakers (Pair) 6""",Episode,Audio,414.39
ES-CORE-56-IW-LCR,"Episode CORE 5 Series In-Wall LCR Speaker (Each) - 6""","[ES-CORE-56-IW-LCR] Episode CORE 5 Series In-Wall LCR Speaker (Each) - 6""",Episode,Audio,318.71
ES-CORE-58-IC,"Episode CORE 5 Series In-Ceiling Speaker 8"" (Pair)","[ES-CORE-58-IC] Episode CORE 5 Series In-Ceiling Speaker 8"" (Pair)",Episode,Audio,415.06
ES-CORE-58-IC-DVCS,"Episode CORE 5 Series In-Ceiling DVC / Surround Speaker (Each) - 8""","[ES-CORE-58-IC-DVCS] Episode CORE 5 Series In-Ceiling DVC / Surround Speaker (Each) - 8""",Episode,Audio,319.22
ES-ESS-AWGLRD-IC-6-B,Episode Signature All-Weather Round Replacement Grille Black (Each),[ES-ESS-AWGLRD-IC-6-B] Episode Signature All-Weather Round Replacement Grille Black (Each),Episode,Audio,25.51
ES-ESS-BRKT-IC-6,"Episode In-Ceiling Speaker Brackets (Pair) - 6""","[ES-ESS-BRKT-IC-6] Episode In-Ceiling Speaker Brackets (Pair) - 6""",Episode,Audio,24.84
ES-ESS-BRKT-IC-8,"Episode In-Ceiling Speaker Brackets (Pair) - 8""","[ES-ESS-BRKT-IC-8] Episode In-Ceiling Speaker Brackets (Pair) - 8""",Episode,Audio,24.84
ES-ESS-BRKT-IW-6,"Episode In-Wall Speaker Brackets (Pair) 6""","[ES-ESS-BRKT-IW-6] Episode In-Wall Speaker Brackets (Pair) 6""",Episode,Audio,24.84
ES-ESS-BRKT-IW-8,"Episode In-Wall Speaker Brackets (Pair) 8""","[ES-ESS-BRKT-IW-8] Episode In-Wall Speaker Brackets (Pair) 8""",Episode,Audio,23.34
